SKU,Descripcion,Categoria,Proveedor,PriceARS,StockQty
BLTRMHV,Rueda Maciza Nacional Hv 400 x 80 Goma - Duroll,Varios,BlueTools,0,0
BLTRMPC,Rueda Maciza Nacional Carretilla C100 - Duroll,Varios,BlueTools,0,0
BLTRMRD,Remachadora Profesional Reforzada - Duroll,Varios,BlueTools,0,0
BLTRN75G1550,Rafia Cubre Cerco Negra 1.50 x 50 mt 75 gr - Gloss,Varios,BlueTools,0,0
BLTRN75G1950,Rafia Cubre Cerco Negra 1.90 x 50 mt 75 gr - Gloss,Varios,BlueTools,0,0
BLTRNCCTA,Rueda Neumatica Carretilla 4 Telas Taco Alto 350 x 80 mm Llanta Virgen - Duroll,Varios,BlueTools,0,0
BLTRNCT,Rueda Neumatica Carretilla 4 Telas Taco 350 x 80 mm Llanta Virgen - Duroll,Varios,BlueTools,0,0
BLTRNHCT,Rueda Neumatica Hormigonera 4 Telas Taco 360 x 80 mm - Duroll,Varios,BlueTools,0,0
BLTRNZ26016,Rueda Neumatica 4 Telas 260 x 80 mm Eje 16 mm Llanta Metalica - Duroll,Varios,BlueTools,0,0
BLTRNZ26016P,Rueda Neumatica 4 Telas 260 x 80 mm Eje 16 mm Llanta Plastica - Duroll,Varios,BlueTools,0,0
BLTRNZ26019,Rueda Neumatica 4 Telas 260 x 80 mm Eje 19 mm Llanta Metalica - Duroll,Varios,BlueTools,0,0
BLTRNZ26019P,Rueda Neumatica 4 Telas 260 x 80 mm Eje 19 mm Llanta Plastica - Duroll,Varios,BlueTools,0,0
BLTRPBAX20,Revestimiento Piscina Base Acuosa Azul 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPBAX20B,Revestimiento Piscina Base Acuosa Blanca 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPBAX4,Revestimiento Piscina Base Acuosa Azul 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPBAX4B,Revestimiento Piscina Base Acuosa Blanca 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPC100B,Rueda Porton Acero V 100 mm - Barovo,Varios,BlueTools,0,0
BLTRPC50B,Rueda Porton Acero V 50 mm - Barovo,Varios,BlueTools,0,0
BLTRPC80B,Rueda Porton Acero V 80 mm - Barovo,Varios,BlueTools,0,0
BLTRPCCX20,Revestimiento Piscina Caucho Clorado Azul 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPCCX20B,Revestimiento Piscina Caucho Clorado Blanca 20 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPCCX4,Revestimiento Piscina Caucho Clorado Azul 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPCCX4B,Revestimiento Piscina Caucho Clorado Blanca 4 Lt - Premier,Pinturas,BlueTools,0,0
BLTRPCE1,"Repuesto Pico Canilla Esferica con Aireador 1"" - Gloss",Varios,BlueTools,0,0
BLTRPCE12,"Repuesto Pico Canilla Esferica con Aireador 1/2"" - Gloss",Varios,BlueTools,0,0
BLTRPCE34,"Repuesto Pico Canilla Esferica con Aireador 3/4"" - Gloss",Varios,BlueTools,0,0
BLTRPEE,Repuesto Punteras Escalera Extensible Aluminio y Dielectrica - Gloss,Varios,BlueTools,0,0
BLTRPEF10,Rodillo Poliester Especial Forrado 10 cm Tubo 40,Varios,BlueTools,0,0
BLTRPEF17,Rodillo Poliester Especial Forrado 17 cm Tubo 40,Varios,BlueTools,0,0
BLTRPEF22,Rodillo Poliester Especial Forrado 22 cm Tubo 40,Varios,BlueTools,0,0
BLTRPFM11,Rodillo Poliester Forrado Mini 10 cm,Varios,BlueTools,0,0
BLTRPFM5,Rodillo Poliester Forrado Mini 5 cm,Varios,BlueTools,0,0
BLTRPFM8,Rodillo Poliester Forrado Mini 8 cm,Varios,BlueTools,0,0
BLTRPIL17,Rotomartillo Sds Plus 18 v 1.7J - Barovo,Herramientas Electricas,BlueTools,0,0
BLTRPK25A,Martillo Rotopercutor 1050W 4.5J - Barovo,Herramientas Electricas,BlueTools,0,0
BLTRPK32KA,Martillo Rotopercutor 1500W 6J - Barovo,Herramientas Electricas,BlueTools,0,0
BLTRPK50L,Martillo Rotopercutor 1600W 15J - Barovo,Herramientas Electricas,BlueTools,0,0
BLTRPM11,Rodillo Poliester Mini 10 cm,Varios,BlueTools,0,0
BLTRPM25A,Rotopercutor Sds Plus 1050W 2.8J 1150 Rpm - Barovo,Herramientas Electricas,BlueTools,0,0
BLTRPM5,Rodillo Poliester Mini 5 cm,Varios,BlueTools,0,0
BLTRPM8,Rodillo Poliester Mini 8 cm,Varios,BlueTools,0,0
BLTRPVD,Rasqueta para Vidrio Cuerpo Abs Profesional - Duroll,Varios,BlueTools,0,0
BLTRSCG10,Rejilla Acero Inoxidable 10 x 10 Sistema Click Anti Insectos - Gloss,Varios,BlueTools,0,0
BLTRSCG15,Rejilla Acero Inoxidable 15 x 15 Sistema Click Anti Insectos - Gloss,Varios,BlueTools,0,0
BLTRSCNG10,Rejilla Acero Inoxidable Negra Mate 10 x 10 Sistema Click Anti Insectos - Gloss,Varios,BlueTools,0,0
BLTRSCNG15,Rejilla Acero Inoxidable Negra Mate 15 x 15 Sistema Click Anti Insectos - Gloss,Varios,BlueTools,0,0
BLTRSL10,Rodillo Simil Lanar 10 cm Tubo 40,Varios,BlueTools,0,0
BLTRSL17,Rodillo Simil Lanar 17 cm Tubo 40,Varios,BlueTools,0,0
BLTRSL22,Rodillo Simil Lanar 22 cm Tubo 40,Varios,BlueTools,0,0
BLTRSMMD3,Repuesto Mordazas para Morsa Nro 3 - Duroll,Sujeción,BlueTools,0,0
BLTRSMMD4,Repuesto Mordazas para Morsa Nro 4 - Duroll,Sujeción,BlueTools,0,0
BLTRSMMD5,Repuesto Mordazas para Morsa Nro 5 - Duroll,Sujeción,BlueTools,0,0
BLTRSMMD6,Repuesto Mordazas para Morsa Nro 6 - Duroll,Sujeción,BlueTools,0,0
BLTRSMMD8,Repuesto Mordazas para Morsa Nro 8 - Duroll,Sujeción,BlueTools,0,0
BLTRSNCT,Rueda Pu Semineumatica para Carretilla 350 x 80 mm - Duroll,Varios,BlueTools,0,0
BLTRSNZ26019,Rueda Pu Semineumatica para Zorra 260 mm Eje 19 mm Llanta Plastica - Duroll,Varios,BlueTools,0,0
BLTRSTMD3,Repuesto Tornillos para Morsa Nro 3 - Duroll,Bulonería,BlueTools,0,0
BLTRSTMD4,Repuesto Tornillos para Morsa Nro 4 - Duroll,Bulonería,BlueTools,0,0
BLTRSTMD5,Repuesto Tornillos para Morsa Nro 5 - Duroll,Bulonería,BlueTools,0,0
BLTRSTMD6,Repuesto Tornillos para Morsa Nro 6 - Duroll,Bulonería,BlueTools,0,0
BLTRSTMD8,Repuesto Tornillos para Morsa Nro 8 - Duroll,Bulonería,BlueTools,0,0
BLTRSTTMD3,Repuesto Tuerca para Morsa Nro 3 - Duroll,Bulonería,BlueTools,0,0
BLTRSTTMD4,Repuesto Tuerca para Morsa Nro 4 - Duroll,Bulonería,BlueTools,0,0
BLTRSTTMD5,Repuesto Tuerca para Morsa Nro 5 - Duroll,Bulonería,BlueTools,0,0
BLTRSTTMD6,Repuesto Tuerca para Morsa Nro 6 - Duroll,Bulonería,BlueTools,0,0
BLTRSTTMD8,Repuesto Tuerca para Morsa Nro 8 - Duroll,Bulonería,BlueTools,0,0
BLTRT130,Tambor Hormigonera Nacional H130 sin Paleta y sin Corona - Duroll,Varios,BlueTools,0,0
BLTRT150,Tambor Hormigonera Nacional H150 sin Paleta y sin Corona - Duroll,Varios,BlueTools,0,0
BLTRT18KA,Torno Manual 120W - Black & Decker,Varios,BlueTools,0,0
BLTRTA130,Tambor Armado Hormigonera Nacional H130 Paleta y Corona - Duroll,Varios,BlueTools,0,0
BLTRTA150,Tambor Armado Hormigonera Nacional H150 Paleta y Corona - Duroll,Varios,BlueTools,0,0
BLTRTC130,Tambor Armado Hormigonera Nacional H130 con Paleta - Duroll,Varios,BlueTools,0,0
BLTRTC150,Tambor Armado Hormigonera Nacional H150 con Paleta - Duroll,Varios,BlueTools,0,0
BLTRTE,Resistencia con Termostato 1500W para Termotanque,Varios,BlueTools,0,0
BLTRTEE,Repuesto Traba Aluminio Escalera Extensible Aluminio y Dielectrica - Gloss,Varios,BlueTools,0,0
BLTRUMCE12,"Reparador Union Manguera 1/2"" - Gloss",Varios,BlueTools,0,0
BLTRUMCE34,"Reparador Union Manguera 3/4"" - Gloss",Varios,BlueTools,0,0
BLTRWZB12,Vibrador Hormigon Explosion Motor Honda 1.6 HP - Barovo,Varios,BlueTools,0,0
BLTRWZB21,Vibrador Hormigon Explosion Motor Honda 5.5 HP - Barovo,Varios,BlueTools,0,0
BLTS011,Sintetico Blanco x 1 - Premier,Varios,BlueTools,0,0
BLTS0112,Sintetico Blanco x 1/2 - Premier,Varios,BlueTools,0,0
BLTS0120,Sintetico Blanco x 20 - Premier,Varios,BlueTools,0,0
BLTS014,Sintetico Blanco x 4 - Premier,Varios,BlueTools,0,0
BLTS021,Sintetico Bermellon x 1 - Premier,Varios,BlueTools,0,0
BLTS0212,Sintetico Bermellon x 1/2 - Premier,Varios,BlueTools,0,0
BLTS0220,Sintetico Bermellon x 20 - Premier,Varios,BlueTools,0,0
BLTS024,Sintetico Bermellon x 4 - Premier,Varios,BlueTools,0,0
BLTS031,Sintetico Naranja x 1 - Premier,Varios,BlueTools,0,0
BLTS0312,Sintetico Naranja x 1/2 - Premier,Varios,BlueTools,0,0
BLTS0320,Sintetico Naranja x 20 - Premier,Varios,BlueTools,0,0
BLTS034,Sintetico Naranja x 4 - Premier,Varios,BlueTools,0,0
BLTS041,Sintetico Amarillo x 1 - Premier,Varios,BlueTools,0,0
BLTS0412,Sintetico Amarillo x 1/2 - Premier,Varios,BlueTools,0,0
BLTS0420,Sintetico Amarillo x 20 - Premier,Varios,BlueTools,0,0
BLTS044,Sintetico Amarillo x 4 - Premier,Varios,BlueTools,0,0
BLTS11524,"Sierra Widia 4 1/2"" x 24 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS11540,"Sierra Widia 4 1/2"" x 40 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS150PD,"Set Bocallaves y Accesorios 150 Piezas 1/2"" 3/8"" 1/4"" Profesional - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS151,Sintetico Negro x 1 - Premier,Varios,BlueTools,0,0
BLTS1512,Sintetico Negro x 1/2 - Premier,Varios,BlueTools,0,0
BLTS1520,Sintetico Negro x 20 - Premier,Varios,BlueTools,0,0
BLTS154,Sintetico Negro x 4 - Premier,Varios,BlueTools,0,0
BLTS18024,"Sierra Widia 7"" x 24 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS18040,"Sierra Widia 7"" x 40 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS18060,"Sierra Widia 7"" x 60 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS181,Sintetico Marron Tabaco x 1 - Premier,Varios,BlueTools,0,0
BLTS1812,Sintetico Marron Tabaco x 1/2 - Premier,Varios,BlueTools,0,0
BLTS1820,Sintetico Marron Tabaco x 20 - Premier,Varios,BlueTools,0,0
BLTS184,Sintetico Marron Tabaco x 4 - Premier,Varios,BlueTools,0,0
BLTS201,Sintetico Gris x 1 - Premier,Varios,BlueTools,0,0
BLTS2012,Sintetico Gris x 1/2 - Premier,Varios,BlueTools,0,0
BLTS2020,Sintetico Gris x 20 - Premier,Varios,BlueTools,0,0
BLTS204,Sintetico Gris x 4 - Premier,Varios,BlueTools,0,0
BLTS21040,"Sierra Widia 8"" x 40 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS23040,"Sierra Widia 9"" x 40 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS25060,"Sierra Widia 10"" x 60 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS30080,"Sierra Widia 12"" x 80 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS301,Sintetico Verde Ingles x 1 - Premier,Varios,BlueTools,0,0
BLTS3012,Sintetico Verde Ingles x 1/2 - Premier,Varios,BlueTools,0,0
BLTS3020,Sintetico Verde Ingles x 20 - Premier,Varios,BlueTools,0,0
BLTS304,Sintetico Verde Ingles x 4 - Premier,Varios,BlueTools,0,0
BLTS35080,"Sierra Widia 14"" x 80 Dientes - Duroll",Sierras,BlueTools,0,0
BLTS3BM14D,"Set Bocallaves Magneticas 1/4"" x 3 unid. - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS3BM38D,"Set Bocallaves Magneticas 3/8"" x 3 unid. - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS3BM516D,"Set Bocallaves Magneticas 5/16"" x 3 unid. - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS3BM716D,"Set Bocallaves Magneticas 7/16"" x 3 unid. - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS431,Sintetico Azul Marino x 1 - Premier,Varios,BlueTools,0,0
BLTS4312,Sintetico Azul Marino x 1/2 - Premier,Varios,BlueTools,0,0
BLTS4320,Sintetico Azul Marino x 20 - Premier,Varios,BlueTools,0,0
BLTS434,Sintetico Azul Marino x 4 - Premier,Varios,BlueTools,0,0
BLTS6LCCFD,Set Llaves Combinadas con Criquet Flexible 72Dt 8 - 17 mm x 6 Piezas - Duroll,Sanitaria,BlueTools,0,0
BLTS7LCCD,Set Llaves Combinadas con Criquet 72Dt 8 - 19 mm x 7 Piezas - Duroll,Juegos y Sets,BlueTools,0,0
BLTS82PD,"Set Bocallaves y Accesorios 1/2"" 1/4"" Profesional x 82 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTS88PD,Set Herramientas Profesional x 88 Piezas - Duroll,Juegos y Sets,BlueTools,0,0
BLTSA18480,"Sierra Widia Profesional Corte Aluminio 7"" 184 mm x 80 Dientes - Duroll",Sierras,BlueTools,0,0
BLTSA255100,"Sierra Widia Profesional Corte Aluminio 10"" 255 mm x 100 Dientes - Duroll",Sierras,BlueTools,0,0
BLTSA255120,"Sierra Widia Profesional Corte Aluminio 10"" 255 mm x 120 Dientes - Duroll",Sierras,BlueTools,0,0
BLTSA305100,"Sierra Widia Profesional Corte Aluminio 12"" 305 mm x 100 Dientes - Duroll",Sierras,BlueTools,0,0
BLTSA305120,"Sierra Widia Profesional Corte Aluminio 12"" 305 mm x 120 Dientes - Duroll",Sierras,BlueTools,0,0
BLTSABMH24,Set Accesorios para Multifuncion - Barovo,Juegos y Sets,BlueTools,0,0
BLTSAK26,Sopladora 26 CC - Kushiro,Varios,BlueTools,0,0
BLTSB12S,Bateria Ion Litio 12 v 1.5 Ah - Stanley,Varios,BlueTools,0,0
BLTSB201B2,Bateria 20 v 1.5 Ah - Stanley,Varios,BlueTools,0,0
BLTSB202,Bateria 20 v 2 Ah - Stanley,Varios,BlueTools,0,0
BLTSB204,Bateria 20 v 4 Ah - Stanley,Varios,BlueTools,0,0
BLTSB2134,"Set Bocallaves y Accesorios Crv Pulgada 3/4"" x 21 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSB2134MM,"Set Bocallaves y Accesorios Crv Milimetrico 3/4"" x 21 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSB2412,"Set Bocallaves y Accesorios Crv 1/2"" x 24 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSB4614,"Set Bocallaves y Accesorios Profesional 1/4"" x 46 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSB90,Lijadora de Banda 900W 240-380 Mpm - Stanley,Varios,BlueTools,0,0
BLTSBA100,Adaptador Bateria 20 v - Stanley,Varios,BlueTools,0,0
BLTSBC550,"Sierra Circular Brushless 7 1/4"" 20 v - Stanley",Sierras,BlueTools,0,0
BLTSBCC12PD,"Set Bocallaves con Crique y Extension 10 - 24 mm 1/2"" x 12 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSBD710B,Taladro Inalambrico 13 mm 12 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBD710C2K,Taladro sin Percutor 13 mm 20 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBD715B,Taladro Percutor sin Carbones 13 mm 12 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBD715C2K,Taladro Percutor Brushless 13 mm - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBDI461D2S,Kit Taladro Percutor + Atornillador 2 Baterias 2 Ah + Cargador Bolso - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBE2814,"Set Bocallaves Puntas y Accesorios 1/4"" x 38 Piezas - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSBH900,Rotomartillo Sds Plus Brushless 2.0J - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBH900M2K,Rotomartillo Sds Plus Brushless 2.0J con Maleta - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSBM1132,"Set Bocallave Multifuncion 11 a 32 mm + Adaptador 1/4"" Encastre 1/2"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSBM921,"Set Bocallave Multifuncion 9 a 21 mm + Adaptador 1/4"" Encastre 3/8"" - Duroll",Bocallaves y Dados,BlueTools,0,0
BLTSBT,Set Boquillas para Termofusion x 6 Piezas - Barovo,Juegos y Sets,BlueTools,0,0
BLTSBW920B,"Llave Impacto Brushless 1/2"" - Stanley",Varios,BlueTools,0,0
BLTSC10TPI,Sierra para Calar Banco 10 Tpi x 10 unid. - Barovo,Sierras,BlueTools,0,0
BLTSC120A,Sierra Caladora 120W - Barovo,Sierras,BlueTools,0,0
BLTSC122,Cargador Bateria 12 v 1.25 Ah - Stanley,Varios,BlueTools,0,0
BLTSC14D,"Serrucho Carpintero Doble Filo 14"" - Duroll",Sierras,BlueTools,0,0
BLTSC15,Separadores Sc-15 Encofrado Hormigon x 2500 unid. - Separadores CM,Varios,BlueTools,0,0
BLTSC15TPI,Sierra para Calar Banco 15 Tpi x 10 unid. - Barovo,Sierras,BlueTools,0,0
BLTSC16,"Sierra Circular 7 1/4"" 1600W - Stanley",Sierras,BlueTools,0,0
BLTSC16D,"Serrucho Carpintero Doble Filo 16"" - Duroll",Sierras,BlueTools,0,0
BLTSC18D,"Serrucho Carpintero Doble Filo 18"" - Duroll",Sierras,BlueTools,0,0
BLTSC20,Separadores Sc-20 Encofrado Hormigon x 2000 unid. - Separadores CM,Varios,BlueTools,0,0
BLTSC200,Cargador Bateria 20 v 2 Ah - Stanley,Varios,BlueTools,0,0
BLTSC20D,"Serrucho Carpintero Doble Filo 20"" - Duroll",Sierras,BlueTools,0,0
BLTSC22D,"Serrucho Carpintero Doble Filo 22"" - Duroll",Sierras,BlueTools,0,0
BLTSC24D,"Serrucho Carpintero Doble Filo 24"" - Duroll",Sierras,BlueTools,0,0
BLTSC25,Separadores Sc-25 Encofrado Hormigon x 1500 unid. - Separadores CM,Varios,BlueTools,0,0
BLTSC250D,Serrucho Costilla Mango Plastico 250 mm - Duroll,Sierras,BlueTools,0,0
BLTSC30,Separadores Sc-30 Encofrado Hormigon x 1000 unid. - Separadores CM,Varios,BlueTools,0,0
BLTSC300D,Serrucho Costilla Mango Plastico 300 mm - Duroll,Sierras,BlueTools,0,0
BLTSC3100M,Compresor a Tornillo Uso Continuo 3 kW 100 Lt 220 v 50 Hz - Duroll,Bulonería,BlueTools,0,0
BLTSC350D,Serrucho Costilla Mango Plastico 350 mm - Duroll,Sierras,BlueTools,0,0
BLTSC50,Separadores Sc-50 Encofrado Hormigon x 300 unid. - Separadores CM,Varios,BlueTools,0,0
BLTSCD700B,Taladro Atornillador 13 mm 20 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCD711B,Taladro Percutor con Carbones 13 mm 12 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCD711C2K,Taladro Percutor Inalambrico 20 v + Maletin - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCD711D2FA,Kit Taladro Percutor 13 mm 20 v + 2 Baterias + Maletin - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCD711M1SA,Kit Taladro Percutor + Bateria + Cargador + Bolso - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCD718D2KA,Kit Taladro Percutor 13 mm 20 v + Bateria + Maletin + Accesorios - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCG400,"Amoladora Angular 4 1/2"" 20 v - Stanley",Herramientas Electricas,BlueTools,0,0
BLTSCGS420,Taladro Inalambrico 20 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCH10D2K,Taladro Percutor 10 mm 12 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCH121S2K,Taladro Inalambrico 10 mm 12 v - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCHI121S2F,Kit Taladro Percutor + Atornillador Impacto + Maletin Aluminio - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSCIAM65,Sierra Caladora 650W - Barovo,Sierras,BlueTools,0,0
BLTSCIL714,"Sierra Circular Ion Litio 7 1/4"" - Barovo",Sierras,BlueTools,0,0
BLTSCN1,Cizalla Nro 1 170 mm - Sol,Varios,BlueTools,0,0
BLTSCN2,Cizalla Nro 2 con Tope 170 mm - Sol,Varios,BlueTools,0,0
BLTSCN2A,Cizalla Combinada Nro 2-A 170 mm - Sol,Varios,BlueTools,0,0
BLTSCN3,Cizalla Nro 3 240 mm - Sol,Varios,BlueTools,0,0
BLTSCN4,Cizalla Nro 4 con Tope 240 mm - Sol,Varios,BlueTools,0,0
BLTSCN5,Cizalla Nro 5 12 mm - Sol,Varios,BlueTools,0,0
BLTSCN6,Cizalla Combinada Nro 6 con Tope 200 mm - Sol,Varios,BlueTools,0,0
BLTSCN7,Cizalla Nro 7 con Tope 150 mm - Sol,Varios,BlueTools,0,0
BLTSCN8A,Cizalla Nro 8-A 16 mm - Sol,Varios,BlueTools,0,0
BLTSCN8B,Cizalla Nro 8-B 20 mm - Sol,Varios,BlueTools,0,0
BLTSCN9,Cizalla Nro 9 con Topes 400 mm - Sol,Varios,BlueTools,0,0
BLTSCR300,Sierra Sable - Stanley,Sierras,BlueTools,0,0
BLTSCS220,"Lijadora Orbital 5"" 125 mm - Stanley",Varios,BlueTools,0,0
BLTSCX530,Pistola de Calor 20 v - Stanley,Varios,BlueTools,0,0
BLTSDH600KA,Kit Taladro Percutor 13 mm 600W + Maletin + Herramientas - Stanley,Herramientas Electricas,BlueTools,0,0
BLTSDIC501G,Cloro Granulado Rapido x 50 kg - Argenclor,Varios,BlueTools,0,0
BLTSDIC5P,Cloro Granulado Rapido x 5 kg - Argenclor,Varios,BlueTools,0,0
BLTSDM2000B,Sierra de Mesa 2000W - Barovo,Sierras,BlueTools,0,0
BLTSET6SDS,Set Mechas Hammer Sds Plus x 6 unid. - Ezeta,Herramientas Electricas,BlueTools,0,0
BLTSF12PD,Set Fresas para Router x 12 Piezas - Duroll,Juegos y Sets,BlueTools,0,0
BLTSF15PD,Set Fresas para Router x 15 Piezas - Duroll,Juegos y Sets,BlueTools,0,0
BLTSF8PD,Set Fresas para Router x 8 Piezas - Duroll,Juegos y Sets,BlueTools,0,0
BLTSFB1,Fondo Blanco x 1 - Premier,Varios,BlueTools,0,0
BLTSFB12,Fondo Blanco x 1/2 - Premier,Varios,BlueTools,0,0
BLTSFB20,Fondo Blanco x 20 - Premier,Varios,BlueTools,0,0
BLTSFB4,Fondo Blanco x 4 - Premier,Varios,BlueTools,0,0
BLTSG7115,"Amoladora Angular 4 1/2"" 750W - Stanley",Herramientas Electricas,BlueTools,0,0
BLTSGPS400,Bomba Sumergible Aguas Turbias 1/2 HP - Kushiro,Varios,BlueTools,0,0
BLTSGPS750,Bomba Sumergible Aguas Turbias 1 HP - Kushiro,Varios,BlueTools,0,0
BLTSH3G,Sellador de Rosca Hidraulico 125 CC x 3 unid. - Hidro3,Pinturas,BlueTools,0,0
BLTSHM5K,Martillo Demoledor Sds Max 1010W - Stanley,Martillos,BlueTools,0,0
BLTSHR263K,Martillo Electro Neumatico Sds Plus 800W - Stanley,Martillos,BlueTools,0,0
BLTSIW901,Llave Impacto 820W - Stanley,Varios,BlueTools,0,0
BLTSJ60K,Sierra Caladora 600W - Stanley,Sierras,BlueTools,0,0
BLTSJDD,"Sierra de Jardin Mango Goma Ergonomico 6"" - Duroll",Sierras,BlueTools,0,0
BLTSKY10403E,Arnes Completo con Cabo Fijo 1.50 mt - Sky,Varios,BlueTools,0,0
BLTSKY10404,Arnes Completo Toma Dorsal y Cintura - Sky,Varios,BlueTools,0,0
BLTSKY10404P,Arnes Completo con Proteccion Lumbar Forrado - Sky,Varios,BlueTools,0,0
BLTSKY10404X,Arnes Completo Anticaidas Certificado 130 kg - Sky,Varios,BlueTools,0,0
BLTSKY10461ER,Cabo de Amarre Sujecion Regulable 1.5 mt con 2 Mosquetones - Sky,Varios,BlueTools,0,0
BLTSKY10475E,Cabo de Amarre 1.5 mt con Amortiguador y Mosqueton - Sky,Varios,BlueTools,0,0
BLTSKY10479E,Cabo de Amarre Elastizado Doble Mosqueton 55 mm con Amortiguacion - Sky,Varios,BlueTools,0,0
BLTSKY10479P,Cabo de Amarre Doble Cinta Plana con Amortiguador - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY10651,Arnes Bolso para Kit 1 - Sky,Juegos y Sets,BlueTools,0,0
BLTSKY106513,Arnes Bolso para Kit 3 - Sky,Juegos y Sets,BlueTools,0,0
BLTSKY1T40X1,Eslinga 1 Tn 40 mm x 1.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY20106,Cinta Amarre Crique Terminal J 50 mm x 6 mt - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY20109,Cinta Amarre Crique Terminal J 50 mm x 9 mt - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY20123,Cinta Amarre Crique Terminal J 25 mm x 3 mt - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY20126,Cinta Amarre Crique Terminal J 25 mm x 6 mt - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY2T60X1,Eslinga 2 Tn 60 mm x 1.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY2T60X2,Eslinga 2 Tn 60 mm x 2.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY2T60X3,Eslinga 2 Tn 60 mm x 3.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY2T60X4,Eslinga 2 Tn 60 mm x 4.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY30209,Cinta Amarre Crique Camion 100 mm x 9 mt - Sky,Cintas y Precintos,BlueTools,0,0
BLTSKY3T75X3,Eslinga 3 Tn 75 mm x 3.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY3T75X4,Eslinga 3 Tn 75 mm x 4.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY3T75X5,Eslinga 3 Tn 75 mm x 5.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY4T100X2,Eslinga 4 Tn 100 mm x 2.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY5T100X3,Eslinga 5 Tn 125 mm x 3.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY5T125X5,Eslinga 5 Tn 125 mm x 5.0 mt - Sky,Varios,BlueTools,0,0
BLTSKY8206A,Salvacaidas para Soga 13 a 16 mm con Mosqueton Oval - Sky,Varios,BlueTools,0,0
BLTSLA9PC,Set Llaves Allen Cortas x 9 Piezas,Juegos y Sets,BlueTools,0,0
BLTSLA9PL,Set Llaves Allen Largas x 9 Piezas,Juegos y Sets,BlueTools,0,0
BLTSLA9PM,Set Llaves Allen Medianas x 9 Piezas,Juegos y Sets,BlueTools,0,0
BLTSLCD11P,"Set Llaves Combinadas 6-32 mm 1/4""-1 1/4"" x 11 Piezas - Duroll",Juegos y Sets,BlueTools,0,0
